par_id,keyword,country,text,label,orig_label
1208,vulnerable,ng,"It is written in Ecclessiastes in the Bible that ' WOE TO ANY NATION WHERE A SLAVE BECOMES KING ' This typifies the situation in Nigeria since the inception of that country . I weep for my country when I visited home in 2009 and toured my alma mater- ABSU ... the infrastructural decay reduced me to tears . No matter how much OIL is sold in the world market the money will not change the corrupt/ sorry situation in Nigeria . The only thing that will change it is REVOLUTION . I weep for the children , pregnant women , the sick , infirms and the vulnerables who are trapped in this diabolical hole called Nigeria . My advice to Nigerians ... ' GOD WILL NOT DO FOR MAN WHAT MAN CAN DO FOR HIMSELF ' Wake and take your destinies in your hands stop calling on God for simple things you can do , learn from Egypt , Tunisia and Libya experience .",1,4
8706,poor-families,pk,"A massive cleanup and awareness drive was conducted jointly by the LWMC and the Bahria University , Lahore Campus in different localities of Johar Town . The purpose of the drive was to improve state of cleanliness and sensitise poor families to hygienic conditions .",1,3
7918,poor-families,ng,""""""" Nigeria 's tertiary education system is still elitist . We do n't make allowance for poor families , families that have not yet produced a university graduate . How do these people assess the university education ?""",1,3
9998,in-need,bd,""""""" In addition , the Members of Parliament will visit two projects that focus on the inclusion of street children and victims of acid attacks to demonstrate their solidarity with those vulnerable groups in need of support . Finally , on April 29 the delegation will brief the journalists on the outcome of the visit at a press conference . """"""",1,3
5506,vulnerable,nz,""""""" We know Uber partners with an extensive network of drivers , and Plunket nurses support some of our most vulnerable families . Working together , we can make it simple for people to help out and make a difference , """" Jarvie says .""",1,3
6056,refugee,my,"IdeaRaya spokesman Maryam Ramli Lee in an interview with Malay Mail Online , September 10 , 2015 . For human rights , Idearaya is shining a spotlight on marginalised communities such as refugees and migrant workers , while its focus for philosophy this year would be on educating children to express themselves philosophically .",1,3
2848,poor-families,tz,Camfed would like to see this trend reversed . It would like to see more girls in school . Basic Education Statistics in Tanzania ( BEST 2010 ) show that only 18 percent of girls have completed secondary school education . This is why Camfed supports girls from poor families to obtain secondary education and its efforts have seen many go to university .,1,4
9518,homeless,jm,"Bond went out of his way to help the less fortunate , often going on the road with Kim to take food to the homeless .",1,4
1847,hopeless,ca,"TREVOR HAGAN/WINNIPEG FREE PRESS John Donovan , northern region director of the Addictions Foundation of Manitoba : ? Many of them are feeling pretty hopeless. ?",1,3
5252,poor-families,gh,"Xi made the remarks during a tour of the city of Zhangjiakou in northern China 's Hebei Province , where he inspected an impoverished village , visiting and chatting with poor families , discussing how they could shake off poverty .",1,4
8839,homeless,my,""""""" A vagrant even told me that he did not want to return to the streets ever again because of my movie . I mean , how much money can you pay to get a homeless person back on the right track ? """"""",1,4
6681,poor-families,jm,"Watching poor families in England writhe in pain over this deep wound , we , as residents of this former slave plantation island , can commiserate with their distress .",1,4
4218,vulnerable,ke,""""""" We need to grow the economy in a way that we are helping those that are struggling -- families that are going to difficult times , and those that are in vulnerable situations , """" he said .""",1,3
4802,in-need,tz,"Fasting bridges the gap between rich and poor , sustained and impoverished , fulfilled and needy . This experience should then inspire compassion and mercy , which is manifest by generosity of wealth and time to help those in need .",1,4
6995,immigrant,ph,"Many celebrities wore blue ribbons to support the American Civil Liberties Union , which is seeking to shed light on the plight of young immigrants facing the potential of being deported .",1,3
9435,homeless,jm,"While some said they were just out to hang out with their friends of like persuasion , this was no social gathering for others ; it was a place of work . For some of these male prostitutes , the ' clients ' they picked up on this corner were their only means of survival , and the streets , in some cases , a home for the homeless among them .",1,2
107,homeless,ke,"""His present """" chambers """" may be quite humble , but Shiyani has the tiny space very neatly organized and clean . Many people pass him by but do not manage to see him , because the space is partially hidden behind trees , which gives him a relative privacy . """" There are many homeless sleeping around the station , """" Captain Xoli Mbele , from the nearby Johannesburg Central Police station said .""",1,3
3661,poor-families,gh,""""""" Some come from poor families and then you find swimming in millions and they lose focus , then they fizz out from football altogether , """" he said , making it clear that to have a Paul Pogba-esque success , one needs to work that much harder and not get influenced easily especially at this age and that too coming from Africa .""",1,4
7443,in-need,ng,She urged members of the public to always be willing stretch a hand of support to persons in need within the society .,1,4
1790,in-need,hk,"A few of Hong Kong 's mega rich , have also made a more concerted effort to improve the quality of life of those most in need , however the philanthropic approach adopted by the vast majority of them has its limitations . Philanthropy has often created a culture of dependency and has failed to tackle the root causes of social problems . For many organizations , philanthropic investment is viewed as a cost rather than an opportunity .",1,3
5552,vulnerable,gh,The Minister said a society 's measure of its humanity is how it treats its weakest and most vulnerable members .,1,3
490,migrant,nz,"18 December should serve as a time when we look with compassion at the fate of migrants , refugees and the internally displaced . It is especially a time when we must plan and increase resources for creative action .",1,4
6699,poor-families,my,He said their efforts should not stop only at creating many graduates but also extended to students from poor families so that they could break away from the cycle of poverty .,1,3
6821,hopeless,za,"That is the big picture , the one conveyed in official reports and government documents . But for the people who live on the ground in the province , it does not begin to portray the hopelessness , the everyday obstacles , the decay .",1,4
9455,vulnerable,ng,"Speaking at the event , which was part of activities marking the 58th Independence anniversary of Nigeria and 22 years of the State 's creation , Umahi noted that the vision of caring for the widows , the elderly and vulnerable was a divine assignment bestowed on",1,4
3265,vulnerable,tz,"The Turkish Ambassador to Tanzania Ali Davutoglu has called on civil society groups and Tanzanians in general to join hands in helping orphans and vulnerable children , saying such responsibilities should not be left for the government alone .",1,4
6309,hopeless,lk,"Some years later the daughter 's marriage broke up . She had two children by then and needed money urgently . The father dipped into his savings and was eventually compelled to move into this home . His daughter has put in the papers for him to join her in Australia and he is hopeful of joining her soon . That day for him will be a joyful escape from the surrounding air of defeat , dejection and hopelessness .",1,4
2610,immigrant,gh,"""Nearly 15,000 West African teenagers leave their homes every year to play football in Europe . Few make good on their dreams . Some are lured by corrupt """" agents """" , smuggled across the searing Sahara and discarded in the streets of Europe , resigned to selling fake designer bags as undocumented immigrants . Others are nabbed by academies and feeder teams affiliated with European clubs and often dumped like bad stocks .""",1,3
7959,hopeless,gh,"President Akufo-Addo noted that despite democracy gaining roots on the Continent , and the positive economic strides , there were justifiably pressing demands to address issues of widespread unemployment and the sense of hopelessness in the future , that compels large numbers of Africa 's youth to travel across the Sahara Desert and traverse perilous oceans in search of a better life in the developed world .",1,3
187,in-need,bd,""""""" We share a global responsibility to respond to this crisis . We commend others who have acted in a compassionate and generous way , especially the Government of Bangladesh and host communities in the region who continue to provide safe refuge to their neighbours in need , """" he said .""",1,4
1477,disabled,ph,"Haiti has legal protections for the disabled on paper , but the laws are poorly implemented . Disabled Haitians have few opportunities to work and too many youngsters with disabilities languish out of sight at home instead of going to school . Some impoverished parents abandon disabled kids outside state institutions or farm them out as domestic servants .",1,3
3213,immigrant,sg,Hollywood star Leo Di Caprio urges help for reuniting immigrant children with their families,1,2
7726,refugee,ie,"""In Dublin , the Church of Ireland Archbishop Dr Michael Jackson reflected on the year drawing to a close and recalled the """" horrific conflagration at the halting site in Carrickmines """" and the death of Garda Tony Golden in Omeath , as well as the """" refugees fleeing from Syria """" and other parts of the Middle East and the """" forgotten peoples of Africa """" .""",1,4
808,in-need,nz,He wants more done now to help those in need .,1,3
4303,in-need,ie,"PIC : James McClean delivers on his incredibly classy promise to young disabled girl <h> James McClean may be one of the most controversial figures in the Premier League but , when push comes to shove , his heart is always in the right place for those in need .",1,4
2196,refugee,gb,""""""" It 's the largest humanitarian tragedy of our time , """" Ninette Kelley , the UN high commissioner for refugees ' representative to Lebanon , told the Guardian earlier this month in an interview . """" We do not want the world to forget that people are suffering here . """"""",1,4
5816,in-need,sg,""""""" I have a lot of sympathy for folks who are in need in the city , """" Mr Edmonds-Waters said . """" This has become an extremely expensive city to live in . The divide between those who have and those who do n't is ridiculously ginormous . """"""",1,4
4560,hopeless,tz,"Hundreds of thousand Africans are graduating per year . Different from 1980s and early 1990s when college outpours got immediately absorbed in the labour market , many today are jobless and hopeless .",1,2
10007,hopeless,ke,"It is seen in recurring violence and continuing degradation of women through stone-age practices such as FGM . It is seen in the thousands of Africans risking death in the seas to escape the hopelessness in their countries . It is seen in the ' cult of the Green Card , ' which I define as a maniacal ambition to live in America or Europe .",1,4
6428,in-need,ke,"Kenyans are known to have big hearts . Hearts so big that they give generously when it comes those in need . Despite all our differences , we unite to help the sick , fight for justice or feed those in drought or war-stricken areas .",1,4
10468,hopeless,in,""""""" Anja Ringgren Loven I ca n't find a word to describe how I feel for you .... May God almighty keep blessing you and always give you strength and sound health to continue your good work ..... You gave hope to the hopeless ! ! ! ! Have so much respect for you .. Stay Blessed my good fellow ... """" says one commenter on Facebook . """" God bless you and your mission . Glad to see Hope ( and all the children ) growing up loved , well fed , happy , having fun , and going to school , """" says another .""",1,4
9980,hopeless,sg,"From mother ( played by Bollywood actress Seema Biswas of Bandit Queen fame ) who rejected him and a society that offered no respite , Siva was , in a nutshell , a hopeless street vagabond .",1,4
7004,in-need,jm,"We have the opportunity to give the gift of love , to shine a light in the darkness of despair , to share with others who are in need , to comfort those who are sad or lonely .",1,4
2984,poor-families,bd,"She said since Bangladeshs main export to the USA is apparel , this industry employs 4 million workers , of which 90 percent are girls from poor families . Their earnings have empowered them . Their contributions now provide better nutritional food , allow siblings to go to schools , and give them a respected voice at home . Their empowerment is also helping reduce poverty , control population growth and increase literacy .",1,3
582,homeless,ie,"It 's calculated that over 204,000 days of purpose-built residential accommodation to otherwise potentially homeless elderly men and women have been delivered by this personally driven altruistic act alone .",1,3
8848,poor-families,lk,"""While the scale of waste is astonishing in the Western world , the plight of the poor families in the UK being """" literally """" forced to rely on food banks than those suffering in African villages and refugee camps , is a sad story . But it is a true story .""",1,4
8385,homeless,ke,"""Shelter chief executive Polly Neate said , """" It 's disgraceful that even when families are working every hour they can , they 're forced to live through homelessness . """"""",1,3
3614,vulnerable,nz,News this month that Anglican Care spent $4 million buying a Christchurch site as a hub for vulnerable youths is a fine example of that community-minded approach . In years to come there may be an interesting contrast between a beautifully restored cathedral that is empty much of the time and a youth hub and revamped City Mission that are constantly busy .,1,3
1870,vulnerable,ng,"""He said : """" I think we can consider introducing a negligible telecom surcharge to be entirely borne by the initiator of a call . In order to protect the poor and vulnerable amongst us , we could structure it to only take effect after the third minute of talk .""",1,3
9119,disabled,in,"NEW DELHI : Activists and medical professionals have lauded the government 's move to increase the ambit of the disabled list to offer benefits to acid attack survivors , those suffering from chronic neurological conditions , and haemophilia and sickle cell anaemia patients . This , they said , will help in integrating them into society .",1,2
149,disabled,us,"Krueger recently harnessed that creativity to self-publish a book featuring the poems , artwork , photography and short stories of 16 ill or disabled artists from around the world . She hopes the book , which contains some of her own work as well , will show how talented disabled people can be .",1,2
8979,poor-families,ca,"The vast majority of girls and women caught in the exploitative global sex trade are not victims of kidnapping , like the Nigerian 276 abducted by Boko Haram , but rather of poverty . Human traffickers prey on poor families who do n't have access to education and are n't aware of their basic rights . Mired in grinding poverty , parents desperately take out loans on conditions they do n't understand , pledging their children on their debts .",1,3
1674,disabled,ph,"Kyle really your a pig , lol youre also very ignorant do nt like over weight women , well have u looked in the mirror recently your FAT , YOU AND YOUR BOSS SHOULD BE SACKED never to return to radio , , how dare you say go for the disabled , your more disabled than the disabled olympians , they have a genuine heart , you do nt have one ,",1,4
2959,hopeless,us,"You know the type . She 's excelling in her field while tutoring underprivileged kids , running 5K fundraisers and adopting the most hopeless rescue dogs as pets -- and she 's not afraid to gloat about it .",1,3
10253,hopeless,pk,"Rather sad . Good set of pictures that tells a tale of survival , subsistence living , and hopeless nature of life in the tribal societies . Exploiting an unexpected geo-political bonanza is a temporary relief that is not sustainable . Education and economic development seem miles away .",1,4
7153,homeless,pk,"He stayed true to his promise , and at the opening day of the restaurant , he brought a lot of homeless from the park to give them full respect and food .",1,4
4056,hopeless,ng,"President Muhammadu Buhari is on a divine mission to rescue the Nigeria from the brink of collapse and hopelessness , Speaker of the House of Representatives , Rt . Hon. Yakubu Dogara has said .",1,3
1922,hopeless,pk,"The Global Gender Gap Report 2016 has ranked Pakistan 143 out of 144 countries . This really demonstrates the failure of feminists who are hopeless to break the historical shackles of bondage on women and establish favorable political , educational , economic , and health conditions .",1,4
6690,homeless,my,"Instead of restaurants and malls , they go into the nooks and crannies of the capital , approaching every homeless person they meet to offer them a new lease on life .",1,4
6873,homeless,gh,"According to her , she established Royal Seed home to bring up a needy or homeless child to become a great person in future .",1,4
5921,in-need,bd,""""""" I expect more resources in the hands of people in need and the humanitarian workers on the frontline ( who ) are risking their lives to help them , and I expect less to be spent in the back room in transactions that do not help us get help to the people , """" she said .""",1,3
9925,immigrant,gb,"THE jagged rocks , the stony beaches , the sweeping , heather covered hills ... the last views of the old country that faded from sight when a generation of immigrants set sail for the new world ( you can read that in Liam Neeson 's voice if you want ) .",1,3
6852,in-need,ca,"It was through that experience Guest decided to help others in need , people who society had passed by , a notion he has continued throughout his retirement years .",1,4
5512,disabled,gh,""""""" Africa Rights Initiatives International has brought smiles on the faces of many , especially , crippled/ disabled who received crutches , the poor sighted who received glasses and medications , the poor who received clothing , the 1,225people who received free health insurance coverage and the general public that received free medical care and above all , the financial support for the Anti Snake Venom ( ASV ) to save the life of the poor woman in Kporibayiri , and referral of the poor boy who died on the way to the hospital . Your Midwives also conducted great deliveries during your visit . Only God knows what would have happened as the only Midwife for the Sub-district was still on her annual leave """" He said .""",1,4
6907,vulnerable,ke,""""""" We are taking a community that is fairly vulnerable and bringing them to a level where they are empowered . """" <h> VICTORIA KIOKO""",1,4
4494,vulnerable,za,""""""" We shall remember him for the immense contribution he made to the many vulnerable sectors of humanity ? women ? children ? orphans the disabled and refugees . """"""",1,3
5593,in-need,ph,""""""" Let us make this occasion more meaningful by offering aid to others , especially to those in need . Let us pray for the welfare and safety of our countrymen and for lasting peace in our nation so that we can all work together in harmony towards real change , """" he said .""",1,3
5612,homeless,tz,"He said the victims who are currently rendered homeless can now be relieved of troubles as the 5,000 iron sheets from Mwanza had arrived , with 1,200 already distributed to victims in Bukoba Municipality .",1,4
3025,in-need,us,"From a spiritual perspective , fasting is a time for the believer to rely on God , to give thanks and to think of others who are in need .",1,4
232,in-need,ng,"The former Chelsea star through his foundation gave out toys , bags and clothes to kids in need of a brighter holiday",1,3
9238,disabled,ie,"This letter also might encourage other people . If they see someone struggling just go over and help . It can really make that elderly , disabled or troubled person 's day !",1,3
8739,in-need,my,Kudos to the teenager for showing great kindness to someone in need !,1,3
1447,vulnerable,tz,"This is a new education programme introduced in this district to ensure that each vulnerable girl and boy in this district is educated , protected , respected and valued and grows up to turn the tide of poverty .",1,3
6646,poor-families,tz,"To meet the need , villagers from Gairo district in Morogoro region have a reason to smile after the Campaign for Female Education ( Camfed ) Tanzania has introduced a new programme to support vulnerable girls and boys from poor families to access best education from primary to tertiary level that will help them to break the poverty cycle for themselves and their communities .",1,4
9982,in-need,za,""""""" This is a wonderful cause to be part of , and we are deeply impressed by Deputy Minister Manamela and the effort he puts in to raise awareness of this previously unspoken issue , """" says Old Mutual Head of Brand Karen Thomas . """" At Old Mutual we always encourage people to do things for ' more than yourself ' , and at this year 's Om die Dam deputy minister Manamela is leading the way and setting an example that committing oneself to run can make such an enormous difference to so many in need . """"""",1,4
1137,in-need,jm,"The retailer footwear company on a mission to democratise fashion , design and the latest ideas in footwear and accessories globally , has shown its commitment to Jamaica by again providing shoes for children in need during the Christmas season .",1,4
8260,in-need,ke,"""Yangon , Myanmar , September 29 , 2017 -- Sanna Johnson , IRC 's Regional Director said : """" Whether forced to flee to neighbouring Bangladesh or stuck in northern Myanmar , cut off from essential services and lifesaving aid , Rohingya refugees have no safe place to call home . Today 's reported drownings are a tragic reminder of this desperation . As the largest health care provider in Rakhine State , the IRC is deeply alarmed by conditions on both sides of the border and calls for immediate access to reach those communities in need . """"""",1,3
2133,homeless,gb,"The drama 's compelling nature derived from a thorough knowledge of its cast , more numerous and improbable than any soap opera 's . The bite came from underlying tragedy : lost wives , lost jobs , pennilessness , homelessness and death . I have never laughed so much as in Soho in the Eighties .",1,2
1301,homeless,nz,"Government support to bring the Housing First programme to Wellington will make a real difference for the homeless , says National 's Wellington Central candidate Nicola Willis .",1,4
2953,poor-families,us,""""""" The worst thing was dealt to us , """" he said . """" But at least we 'll get closure . That 's a blessing , in some way ... but I think of those poor families who wo n't . """"""",1,3
6115,homeless,za,The Eastridge Christian School in Bramley gathered at their local park to hand over much-needed food parcels to the homeless on 7 March .,1,3
157,poor-families,ca,"We are alarmed to learn of your recently circulated proposals that would eviscerate the Lifeline program and leave many of the most vulnerable people in the country without access to affordable communications . As you are well aware , the Lifeline program provides a modest monthly subsidy of $9.25 to connect low-income Americans to phone and internet services . As broadband prices continue to soar , and affordability continues to suffer , adoption gaps remain . The Lifeline program has proven critical for poor families and people of color who are caught on the wrong side of the digital divide .",1,4
8936,vulnerable,ke,"Speaking in Garissa on Sunday when he hosted officials from Qatar Charity who are financing a programme to assist two orphanages in the county , Korane said vulnerable children stand equal chances of becoming useful members of society if given good upbringing and education .",1,3
644,disabled,ph,""""""" I and my daughter Monica are excited about providing a space for disabled people to be able to get together and earn fair prices for their work , """" Mr. Rogers said .""",1,3
2918,migrant,pk,Famously progressive San Francisco has among America 's most eco-friendly public policies and has declared itself a sanctuary to immigrants it considers persecuted by President Donald Trump 's administration .,1,3
8831,women,za,"It is also good news for women 's issues , which are in desperate need of a woman 's touch . As much work as the ANC has done thus far , we have a long way to go in this and in many other regards .",1,3
8057,hopeless,hk,"For jobless , hopeless Zimbabweans there is nothing much to cheer <h> Email to Friend",1,3
4538,hopeless,hk,"For jobless , hopeless Zimbabweans there is nothing much to cheer",1,3
7040,poor-families,au,"Michael Gove 's recent suggestion that inadequate financial management skills among poor families are to blame for the increasing demand on food banks has , unsurprisingly , sparked an angry response . Critics feel the Conservative Party is out of touch with the pressures on ordinary families .",1,3
9282,poor-families,my,"For many poor families , the college is a very important institution providing their children with the education crucial to break the poverty cycle .",1,3
3605,hopeless,au,"""The rights and needs of hundreds of thousands of older and disabled people are being neglected and their difficulties left to worsen under a hopeless system of social care . But while the King 's Fund report says that older people are faring the worst from the poor state of social care , this ignores the plight of working age disabled people who are facing the double whammy of harsh and inefficient """" welfare reform """" , as well as severe cuts in social care support .""",1,3
6266,homeless,ph,It is miserable being poor and homeless in an affluent nation where one 's worth is measured by what one can afford to buy . Even those in the middle class with good and steady jobs struggle to keep their lifestyle .,1,3
1090,homeless,ie,Mum living in homeless shelter has ' nowhere to bring boys on Christmas day ' <h> ' panicked ',1,3
5989,poor-families,us,McAfee said he was helping the locals by feeding poor families and providing them with jobs .,1,3
7414,disabled,hk,"Cheung said 20 disabled undergraduate students from seven universities will start their eight-week internship in government departments this month , receiving the same salaries as able-bodied colleagues of HK$9,600 a month .",1,3
5367,poor-families,ng,"However , this success story is not uncommon . It often happens that people from poor families have more perseverance to fight tooth an nail in business than children of rich parents who are used to get everything they want with ease . People without a strong spirit will quickly break down and drop out from the competition .",1,3
6392,homeless,ke,"This year alone the B.S.I has been able to share with the kids of Rescue Dada Centre , a home that rescues girls from the streets and gives them an opportunity to better themselves in life . They also got to visit kids from Kijiji in Langata who were left homeless after a fire consumed their homes .",1,3
3130,in-need,au,"Stephanie envisioned a model whereby women in need would be taught a skill such as handcrafts , and be paid a fair trade wage for their efforts . In turn , the women who had experienced hardship and marginalisation would grow to become self-sufficient . With the products then sold in Australia via an online store and a network of retailers , the profits would be reinvested in Seven Women to continue the cycle of empowerment .",1,3
8290,women,in,"In the space of a week , four beautiful young women gave up their lives voluntarily over reasons ranging from a love affair to depression to unemployment . All were educated and from reasonably good families . And these are just some of the reports that media covered . Looked at dispassionately and from a distance , none of their problems seem insurmountable . What a waste of young , beautiful lives !",1,3
8256,poor-families,ca,I now know why Mike Redmond is proposing a school lunch program . This news about 1/4 of all kids coming from poor families with not much food is an embarrassment . And Ghiz throws our tax dollars at his construction buddies &amp; immigrant investment at his political buddies . And then Ghiz and Myers and their good ol ' boy supporters decry a proposed program like free school lunches as a type of socialist conspiracy .... I 'd like every one of them to experience real hunger for a week in the winter and see if they 'd sing a different tune afterward . Ghazal and Myers and the blue blood wannabes of PEI have no clue .,1,3
1648,women,za,"""Mari ? tte Coetzee from Stofberg Family Vineyards ( whose Mia Chenin Blanc 2016 was the garagiste trophy winner at last year 's Michelangelo Awards and the recipient of four Platter 's stars for the Mari ? tte Chenin Blanc 2016 ) , says : """" We can be extremely proud of the current women winemakers in our industry , especially considering most of them are juggling a family along with the long working hours .""",1,3
7963,poor-families,za,""""""" As a family , my father was a policeman and he used to come home with food ( monthly ) , and my mother used to pack small parcels and we used to give them to the poor families .""",1,3
151,poor-families,in,"10:41am - Parents of children who died must get compensation , free medicine must be provided to poor families across UP : Ram Gopal Yadav",1,3
7651,poor-families,nz,"But kids fall through the cracks . If they move around a lot between schools - as kids from poor families very often do , due to precarious housing - they can go years between check-ups .",1,2
4156,poor-families,lk,"The school authorities have taken the perfect procedure , not to obstruct studies . The 300 odd athletes who engage in sports are given the freedom to practice before and after school hours under the watchful eyes of the teachers who are in-charge of sports . The talented athletes who come from poor families are taken care of adequately with contributions from parents and well wishers .",1,3
498,hopeless,gb,"Almost apocalyptic in its devastation , the wrath of one of the most powerful storms ever to hit the Atlantic is evidenced in the smashed ruins of Barbuda 's candy-coloured homes , the hopeless faces of residents who have lost everything they own , and the haunted eyes of their children .",1,3
7191,poor-families,tz,""""""" Boarding schools should be for those coming from poor families who when admitted to boarding secondary schools would be assured of their meals provided by schools , """" she said .""",1,3
9946,vulnerable,ke,""""""" Today 's decision upholds and affirms America 's proud history in providing refuge for the world 's most vulnerable . Refugees are fleeing violence and persecution and want nothing more than to live a safe and peaceful life .""",1,3
4684,hopeless,pk,"While male prisoners in Pakistan also suffer , the female prisoners ' plight is truly worrying . Like male offenders , the majority of female offenders are poor . However , women enter the criminal justice system with a host of unique medical , psychological , and financial problems and needs that distinguish them from male offenders . Addiction , poverty , unemployment , physical and mental illness , physical and sexual abuse , and homelessness trap women in a cycle of hopelessness and crime . In particular , female offenders are often young mothers who face the additional trauma of threatened separation from their children .",1,3
4580,homeless,jm,"Old BC : As usual , Old GB has it assy-versy . I think there should be more focus on preventing homelessness than curing it . Are there systems for actually going out , picking up the homeless , and placing them where they belong ? Homeless people are n't voluntarily walking into these shelters .",1,4
1961,hopeless,nz,"American hegemony in industry is history , they simply allowed and even encouraged their prosperity to be exported to low -wage economies , resulting in local unemployed folk living in poverty , unable to pay the electricity bill and keeping themselves from depression and hopelessness by sniffing , snorting , smoking or injecting themselves with opiates .",1,4
7154,poor-families,ie,"The Hope Foundation is a charity working with street and slum children in India . They work to free children and poor families from lives of pain , abuse , poverty and darkness . Living on the streets , children are exposed to horrendous physical and sexual abuse .",1,4
1200,homeless,lk,"On the eve of the World Refugee Day , UNHCR received information about three new shipwrecks in the Mediterranean . It is feared that at least 130 people were dead or missing . Whatever the unpredictable Donald Trump may be doing or undoing , all our religions tell us that it is our sacred duty to give shelter to the homeless and that is what we need to do , discarding the trump cards from hell .",1,4
8722,immigrant,ph,"But if the Supreme Court gives a favorable decision for the president , his immigration program would immediately take effect , changing the lives of eligible Filipino families and other immigrants .",1,3
